2016-04-15,17.41
2016-04-18,17.21
2016-04-19,17.24
2016-04-20,17.09
2016-04-21,17.33
2016-04-22,16.69
2016-04-25,17.62
2016-04-26,17.42
2016-04-27,17.36
2016-04-28,18.23
2016-04-29,19.1
2016-05-02,18.37
2016-05-03,19.89
2016-05-04,19.9
2016-05-05,20.0
2016-05-06,18.72
2016-05-09,19.03
2016-05-10,18.11
2016-05-11,18.82
2016-05-12,18.99
2016-05-13,19.07
2016-05-16,18.29
2016-05-17,19.83
2016-05-18,19.78
2016-05-19,20.1
2016-05-20,18.4
2016-05-23,19.13
2016-05-24,17.87
2016-05-25,17.73
2016-05-26,17.35
2016-05-27,16.65
2016-05-31,18.05
2016-06-01,17.77
2016-06-02,17.32
2016-06-03,17.42
2016-06-06,17.32
2016-06-07,17.51
2016-06-08,17.51
2016-06-09,18.18
2016-06-10,20.19
2016-06-13,23.47
2016-06-14,23.02
2016-06-15,22.55
2016-06-16,22.18
2016-06-17,22.45
2016-06-20,22.06
2016-06-21,22.26
2016-06-22,24.23
2016-06-23,21.02
2016-06-24,27.13
2016-06-27,27.83
2016-06-28,23.4
2016-06-29,21.79
2016-06-30,20.36
2016-07-01,19.8
2016-07-05,21.66
2016-07-06,20.67
2016-07-07,20.28
2016-07-08,18.46
2016-07-11,17.39
2016-07-12,17.1
2016-07-13,17.06
2016-07-14,17.41
2016-07-15,16.4
2016-07-18,16.7
2016-07-19,16.95
2016-07-20,16.32
2016-07-21,17.21
2016-07-22,16.52
2016-07-25,17.7
2016-07-26,17.77
2016-07-27,17.4
2016-07-28,17.54
2016-07-29,16.43
2016-08-01,16.97
2016-08-02,18.18
2016-08-03,17.6
2016-08-04,17.22
2016-08-05,16.14
2016-08-08,16.39
2016-08-09,16.34
2016-08-10,16.95
2016-08-11,16.22
2016-08-12,15.6
2016-08-15,15.31
2016-08-16,16.45
2016-08-17,16.47
2016-08-18,15.88
2016-08-19,15.53
2016-08-22,16.41
2016-08-23,16.2
2016-08-24,17.47
2016-08-25,17.5
2016-08-26,17.65
2016-08-29,17.38
2016-08-30,17.46
2016-08-31,18.03
2016-09-01,18.02
2016-09-02,16.47
2016-09-06,17.28
2016-09-07,16.89
2016-09-08,17.25
2016-09-09,21.28
2016-09-12,18.7
2016-09-13,21.35
2016-09-14,21.19
2016-09-15,19.79
2016-09-16,18.51
2016-09-19,18.91
2016-09-20,19.89
2016-09-21,17.77
2016-09-22,16.26
2016-09-23,16.93
2016-09-26,19.2
2016-09-27,17.88
2016-09-28,17.37
2016-09-29,19.07
2016-09-30,18.29
2016-10-03,18.73
2016-10-04,19.1
2016-10-05,19.04
2016-10-06,18.92
2016-10-07,19.67
2016-10-10,18.47
2016-10-11,20.16
2016-10-12,20.53
2016-10-13,21.2
2016-10-14,20.87
2016-10-17,20.89
2016-10-18,19.85
2016-10-19,19.27
2016-10-20,18.51
2016-10-21,17.93
2016-10-24,17.94
2016-10-25,18.67
2016-10-26,19.63
2016-10-27,20.82
2016-10-28,21.44
2016-10-31,21.66
2016-11-01,23.2
2016-11-02,23.79
2016-11-03,24.97
2016-11-04,25.38
2016-11-07,22.25
2016-11-08,22.08
2016-11-09,19.12
2016-11-10,19.48
2016-11-11,19.68
2016-11-14,19.88
2016-11-15,18.49
2016-11-16,19.11
2016-11-17,18.86
2016-11-18,18.12
2016-11-21,18.0
2016-11-22,17.97
2016-11-23,17.9
2016-11-25,18.13
2016-11-28,19.18
2016-11-29,19.25
2016-11-30,19.02
2016-12-01,19.04
2016-12-02,18.91
2016-12-05,17.67
2016-12-06,17.4
2016-12-07,17.41
2016-12-08,17.83
2016-12-09,17.94
2016-12-12,17.96
2016-12-13,18.25
2016-12-14,18.24
2016-12-15,17.68
2016-12-16,16.24
2016-12-19,16.22
2016-12-20,16.67
2016-12-21,16.81
2016-12-22,17.3
2016-12-23,16.77
2016-12-27,17.45
2016-12-28,18.69
2016-12-29,19.02
2016-12-30,19.42
2017-01-03,19.06
2017-01-04,18.1
2017-01-05,18.26
2017-01-06,17.52
2017-01-09,18.02
2017-01-10,17.2
2017-01-11,17.05
2017-01-12,18.08
2017-01-13,17.27
2017-01-17,18.77
2017-01-18,18.13
2017-01-19,18.49
2017-01-20,16.96
2017-01-23,17.64
2017-01-24,17.06
2017-01-25,16.7
2017-01-26,16.42
2017-01-27,16.58
2017-01-30,18.4
2017-01-31,18.7
2017-02-01,18.19
2017-02-02,18.56
2017-02-03,17.06
2017-02-06,18.09
2017-02-07,18.55
2017-02-08,18.67
2017-02-09,17.99
2017-02-10,17.91
2017-02-13,17.73
2017-02-14,16.68
2017-02-15,16.63
2017-02-16,16.6
2017-02-17,16.17
2017-02-21,16.49
2017-02-22,16.55
2017-02-23,17.15
2017-02-24,16.9
2017-02-27,17.32
2017-02-28,19.03
2017-03-01,17.9
2017-03-02,17.36
2017-03-03,16.69
2017-03-06,17.4
2017-03-07,16.9
2017-03-08,17.31
2017-03-09,17.51
2017-03-10,16.47
2017-03-13,15.34
2017-03-14,15.82
2017-03-15,15.24
2017-03-16,14.64
2017-03-17,14.14
2017-03-20,14.96
2017-03-21,17.76
2017-03-22,18.04
2017-03-23,18.22
2017-03-24,18.38
2017-03-27,17.98
2017-03-28,16.89
2017-03-29,16.34
2017-03-30,15.84
2017-03-31,16.16
2017-04-03,17.38
2017-04-04,17.26
2017-04-05,18.76
2017-04-06,17.84
2017-04-07,17.87
2017-04-10,18.87
2017-04-11,18.73
2017-04-12,20.14
2017-04-13,20.11
2017-04-17,19.49
2017-04-18,19.97
2017-04-19,19.75
2017-04-20,18.02
2017-04-21,18.18
2017-04-24,16.12
2017-04-25,15.86
2017-04-26,15.92
2017-04-27,15.46
2017-04-28,15.34
2017-05-01,15.35
2017-05-02,15.48
2017-05-03,15.73
2017-05-04,15.73
2017-05-05,15.36
2017-05-08,15.34
2017-05-09,15.5
2017-05-10,15.06
2017-05-11,15.59
2017-05-12,15.78
2017-05-15,15.61
2017-05-16,15.37
2017-05-17,19.22
2017-05-18,18.74
2017-05-19,16.85
2017-05-22,16.06
2017-05-23,15.78
2017-05-24,15.11
2017-05-25,15.08
2017-05-26,14.79
2017-05-30,15.8
2017-05-31,15.91
2017-06-01,15.54
2017-06-02,15.07
2017-06-05,15.96
2017-06-06,16.18
2017-06-07,16.14
2017-06-08,15.48
2017-06-09,15.83
2017-06-12,15.48
2017-06-13,14.33
2017-06-14,14.96
2017-06-15,15.01
2017-06-16,14.06
2017-06-19,13.89
2017-06-20,14.76
2017-06-21,15.17
2017-06-22,14.72
2017-06-23,14.31
2017-06-26,14.6
2017-06-27,15.28
2017-06-28,14.31
2017-06-29,15.15
2017-06-30,15.2
2017-07-03,15.21
2017-07-05,15.52
2017-07-06,17.3
2017-07-07,15.81
2017-07-10,15.82
2017-07-11,15.73
2017-07-12,14.81
2017-07-13,14.41
2017-07-14,14.0
2017-07-17,13.88
2017-07-18,13.9
2017-07-19,13.22
2017-07-20,13.67
2017-07-21,13.85
2017-07-24,14.02
2017-07-25,13.81
2017-07-26,14.06
2017-07-27,15.22
2017-07-28,15.3
2017-07-31,15.48
2017-08-01,14.83
2017-08-02,15.61
2017-08-03,15.51
2017-08-04,14.63
2017-08-07,14.7
2017-08-08,15.67
2017-08-09,16.53
2017-08-10,19.2
2017-08-11,19.59
2017-08-14,16.46
2017-08-15,15.86
2017-08-16,16.06
2017-08-17,18.76
2017-08-18,17.76
2017-08-21,17.61
2017-08-22,16.17
2017-08-23,16.52
2017-08-24,16.3
2017-08-25,15.68
2017-08-28,15.81
2017-08-29,16.07
2017-08-30,15.19
2017-08-31,14.85
2017-09-01,14.31
2017-09-05,16.18
2017-09-06,15.96
2017-09-07,15.71
2017-09-08,15.49
2017-09-11,12.98
2017-09-12,13.28
2017-09-13,12.65
2017-09-14,12.69
2017-09-15,11.83
2017-09-18,12.14
2017-09-19,12.35
2017-09-20,13.02
2017-09-21,12.65
2017-09-22,12.68
2017-09-25,13.34
2017-09-26,13.29
2017-09-27,13.55
2017-09-28,13.58
2017-09-29,14.02
2017-10-02,14.58
2017-10-03,13.97
2017-10-04,14.25
2017-10-05,14.11
2017-10-06,14.55
2017-10-09,15.0
2017-10-10,14.92
2017-10-11,14.6
2017-10-12,14.46
2017-10-13,14.63
2017-10-16,14.28
2017-10-17,14.1
2017-10-18,13.71
2017-10-19,13.83
2017-10-20,13.49
2017-10-23,14.98
2017-10-24,15.37
2017-10-25,16.2
2017-10-26,15.74
2017-10-27,14.41
2017-10-30,15.77
2017-10-31,15.88
2017-11-01,15.92
2017-11-02,15.58
2017-11-03,14.97
2017-11-06,14.78
2017-11-07,15.7
2017-11-08,15.54
2017-11-09,15.5
2017-11-10,15.49
2017-11-13,15.52
2017-11-14,15.92
2017-11-15,16.44
2017-11-16,15.33
2017-11-17,14.8
2017-11-20,15.31
2017-11-21,14.79
2017-11-22,15.44
2017-11-24,15.27
2017-11-27,15.56
2017-11-28,15.34
2017-11-29,16.24
2017-11-30,16.3
2017-12-01,17.67
2017-12-04,18.18
2017-12-05,17.9
2017-12-06,17.84
2017-12-07,17.01
2017-12-08,16.05
2017-12-11,14.41
2017-12-12,14.4
2017-12-13,14.3
2017-12-14,15.02
2017-12-15,13.72
2017-12-18,14.15
2017-12-19,15.05
2017-12-20,14.94
2017-12-21,14.31
2017-12-22,14.18
2017-12-26,14.48
2017-12-27,14.56
2017-12-28,14.1
2017-12-29,14.99
2018-01-02,13.97
2018-01-03,13.5
2018-01-04,13.73
2018-01-05,13.77
2018-01-08,13.75
2018-01-09,13.89
2018-01-10,13.8
2018-01-11,13.83
2018-01-12,13.87
2018-01-16,15.04
2018-01-17,15.71
2018-01-18,16.07
2018-01-19,15.3
2018-01-22,15.8
2018-01-23,15.74
2018-01-24,16.37
2018-01-25,16.54
2018-01-26,16.54
2018-01-29,18.23
2018-01-30,18.17
2018-01-31,17.77
2018-02-01,17.11
2018-02-02,20.09
2018-02-05,34.49
2018-02-06,23.96
2018-02-07,22.36
2018-02-08,27.9
2018-02-09,27.85
2018-02-12,21.63
2018-02-13,20.21
2018-02-14,18.94
2018-02-15,18.29
2018-02-16,17.96
2018-02-20,19.74
2018-02-21,20.47
2018-02-22,19.2
2018-02-23,17.86
2018-02-26,17.2
2018-02-27,19.74
2018-02-28,21.85
2018-03-01,22.76
2018-03-02,20.83
2018-03-05,19.77
2018-03-06,19.33
2018-03-07,19.27
2018-03-08,18.66
2018-03-09,16.58
2018-03-12,15.98
2018-03-13,16.71
2018-03-14,17.75
2018-03-15,18.09
2018-03-16,16.49
2018-03-19,19.74
2018-03-20,18.76
2018-03-21,18.17
2018-03-22,21.92
2018-03-23,25.32
2018-03-26,21.32
2018-03-27,22.62
2018-03-28,23.07
2018-03-29,21.03
2018-04-02,24.25
2018-04-03,22.31
2018-04-04,20.83
2018-04-05,19.95
2018-04-06,21.63
2018-04-09,21.44
2018-04-10,19.55
2018-04-11,19.76
2018-04-12,18.05
2018-04-13,17.68
2018-04-16,16.12
2018-04-17,15.65
2018-04-18,15.98
2018-04-19,17.35
2018-04-20,17.35
2018-04-23,16.98
2018-04-24,18.16
2018-04-25,17.93
2018-04-26,16.77
2018-04-27,15.7
2018-04-30,16.45
2018-05-02,16.37
2018-05-03,16.45
2018-05-04,15.6
2018-05-07,15.68
2018-05-08,15.42
2018-05-09,14.99
2018-05-10,14.71
2018-05-11,14.25
2018-05-14,14.74
2018-05-15,14.87
2018-05-16,14.63
2018-05-17,14.33
2018-05-18,14.44
2018-05-21,14.32
2018-05-22,14.73
2018-05-23,14.33
2018-05-24,14.25
2018-05-25,14.64
2018-05-29,16.79
2018-05-30,15.39
2018-05-31,16.17
2018-06-01,14.84
2018-06-04,14.68
2018-06-05,14.53
2018-06-06,14.17
2018-06-07,14.63
2018-06-08,14.52
2018-06-11,13.26
2018-06-12,13.42
2018-06-13,13.52
2018-06-14,12.93
2018-06-15,13.41
2018-06-18,14.07
2018-06-19,14.62
2018-06-20,14.78
2018-06-21,16.89
2018-06-22,16.15
2018-06-25,19.01
2018-06-26,17.75
2018-06-27,19.96
2018-06-28,19.21
2018-06-29,17.69
2018-07-02,17.77
2018-07-03,17.51
2018-07-05,16.88
2018-07-06,15.32
2018-07-09,14.67
2018-07-10,15.33
2018-07-11,15.89
2018-07-12,15.43
2018-07-13,14.76
2018-07-16,14.99
2018-07-17,14.03
2018-07-18,13.86
2018-07-19,14.19
2018-07-20,14.02
2018-07-23,14.31
2018-07-24,15.62
2018-07-25,14.8
2018-07-26,14.28
2018-07-27,16.56
2018-07-30,17.49
2018-07-31,16.06
2018-08-01,16.33
2018-08-02,15.01
2018-08-03,15.13
2018-08-06,14.44
2018-08-07,13.79
2018-08-08,13.78
2018-08-09,13.91
2018-08-10,14.77
2018-08-13,15.22
2018-08-14,14.24
2018-08-15,16.08
2018-08-16,14.47
2018-08-17,14.3
2018-08-20,14.64
2018-08-21,14.34
2018-08-22,14.34
2018-08-23,14.58
2018-08-24,13.86
2018-08-27,14.09
2018-08-28,14.38
2018-08-29,14.38
2018-08-30,14.61
2018-08-31,14.43
2018-09-04,15.07
2018-09-05,15.43
2018-09-06,16.25
2018-09-07,15.67
2018-09-10,15.65
2018-09-11,15.08
2018-09-12,14.87
2018-09-13,14.46
2018-09-14,13.64
2018-09-17,14.95
