2026-06-17,-905.3,-81.4,,,
2026-06-18,-848.7,-58.0,,,
2026-06-19,-251.7,-15.7,-0.0,,
2026-06-20,-168.6,-13.4,-0.1,114.87,120.0
2026-06-22,-285.3,-22.0,-0.1,112.72,120.0
