2026-08-29,393.4,317.8,193.3,-0.0,-303.9,-908.6,-1997.0
2026-08-30,587.4,469.5,253.3,-0.0,-352.4,-1006.8,-2115.6
2026-08-31,621.6,486.3,264.7,-0.0,-367.6,-1034.6,-2133.7
2026-09-01,377.8,301.4,167.9,-0.0,-272.3,-876.8,-2075.5
2026-09-02,361.6,316.2,179.8,-0.0,-297.8,-989.2,-2345.0
