2026-08-29,-6.7,-1.2,0.3,-0.0,-1.7,-6.7,-18.7
2026-08-30,-4.5,0.9,1.4,-0.0,-2.8,-9.1,-22.6
2026-08-31,-19.5,-8.8,-2.4,-0.0,0.3,-3.5,-17.0
