2026-08-08,49749.0,142147.0
2026-08-09,49749.0,142147.0
2026-08-10,69025.0,306389.0
2026-08-11,62401.0,185176.0
2026-08-12,41756.0,252183.0
2026-08-13,114140.0,294756.0
2026-08-14,25685.0,233498.0
2026-08-15,25984.0,234069.0
2026-08-16,25984.0,234069.0
2026-08-17,75370.0,257982.0
2026-08-18,86722.0,252609.0
2026-08-19,50399.0,394176.0
2026-08-20,40640.0,352835.0
2026-08-21,39084.0,329528.0
2026-08-22,41147.0,333556.0
2026-08-23,41147.0,333556.0
2026-08-24,41147.0,333556.0
2026-08-25,26160.0,89356.0
2026-08-26,40396.0,180447.0
2026-08-27,54716.0,180790.0
2026-08-28,86107.0,178825.0
2026-08-29,86085.0,180758.0
2026-08-30,86085.0,180758.0
2026-08-31,46366.0,114142.0
2026-09-01,67286.0,172395.0
2026-09-02,19882.0,50956.0
2026-09-03,27504.0,77936.0
2026-09-05,24054.0,207026.0
