2026-06-17,335.0,-286.4,,,
2026-06-18,-1131.5,-203.6,,,
2026-06-19,-479.3,-55.3,-0.6,,
2026-06-20,-754.6,-72.3,-1.8,387.12,392.0
2026-06-22,-450.3,-111.2,-0.3,383.9899,388.0
2026-06-23,-784.0,-227.3,-3.0,378.13,385.0,-1.4
