2026-06-16,-2151.4,-60.7,,,
2026-06-17,150.8,-7.8,,,
2026-06-18,-130.2,-10.0,,,
2026-06-19,18.7,1.1,3.4,,
2026-06-20,11.7,1.5,1.9,16.78,17.0
2026-06-22,6.2,1.6,2.6,17.56,19.0
