2026-08-08,6410.0,5500.0
2026-08-09,5770.0,3000.0
2026-08-10,10340.0,8670.0
2026-08-11,20300.0,9570.0
2026-08-12,6320.0,3080.0
2026-08-13,11170.0,2600.0
2026-08-14,12730.0,11340.0
2026-08-15,6550.0,1390.0
2026-08-16,3350.0,2510.0
2026-08-17,17210.0,18800.0
2026-08-18,14140.0,11440.0
2026-08-19,26120.0,20820.0
2026-08-20,45840.0,39620.0
2026-08-21,12890.0,15530.0
2026-08-22,3750.0,8880.0
2026-08-23,5240.0,8340.0
2026-08-24,6830.0,11890.0
2026-08-25,11270.0,17070.0
2026-08-26,7920.0,11990.0
2026-08-27,11110.0,10110.0
2026-08-28,23080.0,29410.0
2026-08-29,19450.0,28270.0
2026-08-30,1910.0,4740.0
2026-08-31,10850.0,5440.0
2026-09-01,14670.0,17800.0
2026-09-02,15470.0,15700.0
