2026-08-08,0,0
2026-08-09,0,0
2026-08-10,1.0,0
2026-08-11,1.0,2.0
2026-08-12,2.0,2.0
2026-08-13,0,0
2026-08-14,0,0
2026-08-15,0,0
2026-08-16,0,0
2026-08-17,0,0
2026-08-18,0,4.0
2026-08-19,0,6.0
2026-08-20,0,5.0
2026-08-21,0,5.0
2026-08-22,0,0
2026-08-23,0,0
2026-08-24,0,0
2026-08-25,9.0,52.0
2026-08-26,9.0,52.0
2026-08-27,9.0,52.0
2026-08-28,100.0,144.0
2026-08-29,100.0,144.0
2026-08-30,40.0,122.0
2026-08-31,0,0
2026-09-01,0,10.0
2026-09-02,1.0,5.0
2026-09-03,0,1.0
2026-09-05,5.0,0
