2026-08-29,-15093.2,-2455.4,1605.7,-0.0,-6912.3,-21641.9,-36244.7
2026-08-30,-15436.5,-2352.3,1714.6,-0.0,-7093.8,-22398.6,-37040.5
2026-08-31,-14663.2,-2761.5,1680.4,-0.0,-7506.5,-22746.7,-37826.6
2026-09-01,-24967.5,-11511.2,-2617.4,-0.0,-3250.1,-17331.5,-35112.3
2026-09-02,-24802.2,-10844.2,-1834.7,-0.0,-4645.7,-19237.2,-35994.7
2026-09-03,-21234.8,-5752.1,1688.6,-0.0,-8143.6,-23118.5,-37456.6
2026-09-05,-14931.9,-402.7,3736.1,-0.0,-9346.3,-23036.4,-35946.6
2026-09-06,-15283.5,-372.8,3929.9,-0.0,-9715.1,-23674.8,-36723.7
2026-09-07,-21581.3,-4867.1,3344.3,-0.0,-14205.2,-30840.1,-44834.7
2026-09-08,-15448.4,-2180.4,2613.9,-0.0,-8940.6,-23607.7,-37649.0
2026-09-09,-18529.7,-4623.2,1399.0,-0.0,-7914.8,-23400.8,-38368.7
2026-09-12,-18050.2,-3982.3,2736.0,-0.0,-8921.4,-23349.5,-36340.2
