2026-06-17,1210.8,22.9,,,
2026-06-18,752.3,9.7,,,
2026-06-19,-3.8,-3.9,0.8,,
2026-06-20,-6.4,-4.9,-0.4,515.65,515.0
2026-06-22,-1.1,-1.3,-2.1,516.28,510.0
