2026-06-17,-34.4,-22.5
2026-06-18,-39.1,-16.1
2026-06-19,-39.1,-16.1,0.5
2026-06-20,-46.9,-16.5,-0.4,105.77,107.0
2026-06-22,-46.9,-16.5,-0.4,105.77,107.0
