2026-07-02,1000.0,40.7,527.59
2026-07-03,1018.1,39.9,529.0
2026-07-06,1048.7,40.6,529.91
2026-07-09,975.0,55.5,524.37
2026-07-10,1018.9,49.8,526.95
2026-07-11,1016.3,52.3,526.37
2026-07-12,1016.3,52.3,526.37
2026-07-13,1001.7,58.0,524.69
2026-07-14,1029.1,55.5,525.66
2026-07-15,1047.4,48.7,526.39
2026-07-16,1040.1,73.3,523.88
2026-07-17,807.5,13.5,522.19
2026-07-18,799.5,13.5,521.46
2026-07-19,799.5,13.5,521.46
2026-07-20,833.1,30.8,518.89
2026-07-21,872.8,32.9,522.04
2026-07-22,877.6,35.3,522.37
