2026-06-16,204.5
2026-06-17,169.0
2026-06-18,64.1
2026-06-19,62.7
2026-06-20,69.6
2026-06-22,69.6
2026-06-23,90.1
2026-06-24,87.0
2026-06-25,85.8
2026-06-26,72.5
2026-06-29,90.8
2026-06-30,61.4
2026-07-01,83.9
2026-07-02,87.0
2026-07-03,76.0
2026-07-06,88.1
2026-07-09,88.5
2026-07-10,98.6
2026-07-11,101.1
2026-07-12,101.1
2026-07-13,69.7
2026-07-14,105.1
2026-07-15,59.0
2026-07-16,63.6
2026-07-17,86.8
2026-07-18,92.7
2026-07-19,92.7
2026-07-20,86.2
2026-07-21,72.7
2026-07-22,71.5
2026-07-23,93.6
2026-07-24,93.1
2026-07-25,109.9
2026-07-27,93.7
2026-07-30,82.2
2026-07-31,76.8
2026-08-01,69.2
2026-08-02,69.2
2026-08-03,76.8
2026-08-04,89.5
2026-08-05,117.2
2026-08-06,89.3
2026-08-07,86.8
2026-08-08,118.9
2026-08-09,113.5
2026-08-10,79.3
2026-08-11,135.5
2026-08-12,89.5
2026-08-13,96.8
2026-08-14,50.4
2026-08-15,53.1
2026-08-16,53.1
2026-08-17,59.0
2026-08-18,60.1
2026-08-19,52.7
2026-08-20,59.9
2026-08-21,94.6
2026-08-22,106.9
