2026-06-17,1.6,-0.3,,,
2026-06-18,2.7,0.2,,,
2026-06-19,2.9,0.2,-3.2,,
2026-06-20,2.9,0.2,-3.2,45.81,45.0
2026-06-22,3.0,0.2,-3.4,46.24,45.0
2026-06-23,2.1,0.2,-2.6,44.955,45.0,
