2026-06-16,26462.3,59.0,,,
2026-06-17,9675.6,-831.4,,,
2026-06-18,6185.2,-408.3,,,
2026-06-19,134.3,-228.3,-0.0,,
2026-06-20,869.0,-33.8,-2.1,2979.7654,2920.0
2026-06-22,1665.0,114.2,-6.4,3002.6414,2915.0
2026-06-23,339.3,-154.7,-4.6,2977.5676,2930.0,-5.02
