2026-06-16,13.4
2026-06-17,13.7
2026-06-18,15.4
2026-06-19,13.5
2026-06-20,13.8
2026-06-22,14.0
2026-06-23,16.2
2026-06-24,16.4
2026-06-25,16.1
2026-06-26,15.8
2026-06-27,15.4
2026-06-29,16.1
2026-06-30,14.6
2026-07-01,13.6
2026-07-02,13.8
2026-07-03,13.2
2026-07-06,12.7
2026-07-09,13.0
2026-07-10,12.2
2026-07-11,12.2
2026-07-12,12.4
