2026-08-08,2800.0,4100.0
2026-08-09,13500.0,5200.0
2026-08-10,36600.0,14400.0
2026-08-11,26700.0,8300.0
2026-08-12,14900.0,14600.0
2026-08-13,181200.0,20000.0
2026-08-14,12600.0,13900.0
2026-08-15,43300.0,8600.0
2026-08-16,16800.0,16600.0
2026-08-17,111600.0,66600.0
2026-08-18,21300.0,12800.0
2026-08-19,30600.0,14900.0
2026-08-20,124200.0,14500.0
2026-08-21,76400.0,68600.0
2026-08-22,104500.0,92400.0
2026-08-23,72200.0,109000.0
2026-08-24,71200.0,108000.0
2026-08-25,72600.0,56200.0
2026-08-26,171200.0,157500.0
2026-08-27,33100.0,34800.0
2026-08-28,31500.0,9800.0
2026-08-29,29600.0,9800.0
