2026-08-08,25760.0,9810.0
2026-08-09,26110.0,13960.0
2026-08-10,27910.0,27550.0
2026-08-11,28210.0,25310.0
2026-08-12,5540.0,11210.0
2026-08-13,13610.0,17560.0
2026-08-14,44730.0,34070.0
2026-08-15,19230.0,20410.0
2026-08-16,5230.0,6040.0
2026-08-17,25770.0,21560.0
2026-08-18,34260.0,14080.0
2026-08-19,113500.0,20670.0
2026-08-20,57570.0,86070.0
2026-08-21,67510.0,117510.0
2026-08-22,72170.0,30720.0
2026-08-23,21260.0,25260.0
2026-08-24,23760.0,24540.0
2026-08-25,44170.0,39290.0
2026-08-26,16920.0,35640.0
2026-08-27,99960.0,82510.0
2026-08-28,257660.0,55970.0
2026-08-29,251670.0,52090.0
