2026-08-08,28376.0,27212.0
2026-08-09,28376.0,27212.0
2026-08-10,38937.0,34515.0
2026-08-11,51575.0,48277.0
2026-08-12,40509.0,35316.0
2026-08-13,91825.0,125218.0
2026-08-14,38407.0,80388.0
2026-08-15,41861.0,81754.0
2026-08-16,41861.0,81754.0
2026-08-17,53853.0,119250.0
2026-08-18,32913.0,46661.0
2026-08-19,43777.0,148302.0
2026-08-20,42880.0,148330.0
2026-08-21,59215.0,96211.0
2026-08-22,60014.0,98213.0
2026-08-23,59530.0,91774.0
2026-08-24,59530.0,91774.0
2026-08-25,57863.0,65483.0
2026-08-26,35099.0,47226.0
2026-08-27,34192.0,29631.0
2026-08-28,72413.0,36663.0
2026-08-29,73710.0,37465.0
2026-08-30,73710.0,37465.0
2026-08-31,13554.0,32122.0
2026-09-01,35557.0,61742.0
