2026-08-08,156049.0,145968.0
2026-08-09,156052.0,145972.0
2026-08-10,142806.0,131960.0
2026-08-11,254885.0,122112.0
2026-08-12,168569.0,262910.0
2026-08-13,140903.0,222683.0
2026-08-14,189818.0,271986.0
2026-08-15,207723.0,279316.0
2026-08-16,207723.0,279316.0
2026-08-17,171395.0,295252.0
2026-08-18,233405.0,227602.0
2026-08-19,116684.0,151093.0
2026-08-20,236309.0,95409.0
2026-08-21,181159.0,215307.0
2026-08-22,185372.0,218543.0
2026-08-23,185372.0,218543.0
2026-08-24,185372.0,218543.0
2026-08-25,143785.0,86216.0
2026-08-26,215532.0,190861.0
2026-08-27,165208.0,120469.0
2026-08-28,160644.0,142527.0
2026-08-29,167134.0,150608.0
2026-08-30,167134.0,150608.0
2026-08-31,136178.0,84456.0
