2026-08-08,5340000.0,3670000.0
2026-08-09,90000.0,390000.0
2026-08-10,290000.0,880000.0
2026-08-11,2270000.0,2430000.0
2026-08-12,1020000.0,750000.0
2026-08-13,250000.0,630000.0
2026-08-14,490000.0,240000.0
2026-08-15,120000.0,60000.0
2026-08-16,120000.0,150000.0
2026-08-17,410000.0,390000.0
2026-08-18,310000.0,140000.0
2026-08-19,160000.0,110000.0
2026-08-20,1770000.0,640000.0
2026-08-21,2110000.0,690000.0
2026-08-22,6860000.0,3510000.0
2026-08-23,850000.0,1340000.0
2026-08-24,590000.0,1280000.0
2026-08-25,510000.0,200000.0
2026-08-26,2740000.0,5090000.0
2026-08-27,530000.0,440000.0
2026-08-28,970000.0,100000.0
2026-08-29,970000.0,100000.0
2026-08-30,0,120000.0
2026-08-31,250000.0,30000.0
2026-09-01,2250000.0,3760000.0
2026-09-02,1050000.0,2150000.0
2026-09-03,750000.0,1820000.0
2026-09-05,50000.0,410000.0
2026-09-06,50000.0,180000.0
2026-09-07,430000.0,1620000.0
2026-09-08,530000.0,490000.0
2026-09-09,0,10000.0
2026-09-12,20000.0,180000.0
2026-09-13,60000.0,10000.0
2026-09-14,20000.0,0
2026-09-15,60000.0,30000.0
2026-09-16,2010000.0,2080000.0
2026-09-17,200000.0,220000.0
2026-09-18,380000.0,0
2026-09-19,340000.0,880000.0
2026-09-20,1630000.0,180000.0
2026-09-21,5430000.0,780000.0
2026-09-22,4910000.0,1460000.0
2026-09-23,130000.0,0
2026-09-24,1160000.0,350000.0
