2026-08-29,3.0,20.1,16.6,-0.0,-30.7,-112.7,-335.8
2026-08-30,-2.4,15.9,15.4,-0.0,-25.4,-96.1,-354.0
2026-08-31,-10.6,8.2,8.7,-0.0,-18.7,-66.4,-173.8
2026-09-01,-63.6,-35.3,-13.6,-0.0,4.3,-19.4,-118.5
2026-09-02,-60.5,-10.8,6.4,-0.0,-24.3,-86.8,-205.1
2026-09-03,-28.2,34.2,34.0,-0.0,-55.6,-147.3,-271.6
2026-09-05,8.1,15.8,10.8,-0.0,-19.2,-60.8,-133.6
2026-09-06,4.3,13.8,10.0,-0.0,-19.2,-63.4,-138.8
2026-09-07,-84.5,-34.7,-5.2,-0.0,-17.1,-74.5,-165.5
2026-09-08,-85.5,-39.4,-9.1,-0.0,-10.4,-59.5,-152.8
2026-09-09,-22.1,14.5,14.8,-0.0,-24.3,-69.7,-144.4
